trade_id,date,team,direction,asset_type,player_name,player_age,player_position,pick_year,pick_round,pick_condition,cash,cap_space,notes
1,2014-06-30,Milwaukee Bucks,Incoming,Other,Jason Kidd,41,COA,,,,,,"Coach"
1,2014-06-30,Brooklyn Nets,Incoming,Pick,,,,2015,2,,,
1,2014-06-30,Brooklyn Nets,Incoming,Pick,,,,2019,2,,,
2,2014-06-29,Atlanta Hawks,Incoming,Player,John Salmons,34,SF,,,,,,
2,2014-06-29,Toronto Raptors,Incoming,Player,Louis Williams,27,SG,,,,,,
2,2014-06-29,Toronto Raptors,Incoming,Player,Lucas Nogueira,21,C,,,,,,
3,2014-06-27,San Antonio Spurs,Incoming,Cash,,,,,,,,,Cash
3,2014-06-27,Brooklyn Nets,Incoming,Player,Corey Jefferson,23,PF,,,,,,
4,2014-06-27,Memphis Grizzlies,Incoming,Player,Jarnell Stokes,20,PF,,,,,,
4,2014-06-27,Utah Jazz,Incoming,Pick,,,,2016,2,,,
5,2014-06-27,Toronto Raptors,Incoming,Cash,,,,,,,,,Cash
5,2014-06-27,Brooklyn Nets,Incoming,Player,Xavier Thames,23,PG,,,,,,
6,2014-06-26,Denver Nuggets,Incoming,Player,Arron Afflalo,28,SG,,,,,,
6,2014-06-26,Orlando Magic,Incoming,Player,Evan Fournier,21,SG,,,,,,
6,2014-06-26,Orlando Magic,Incoming,Player,Roy Devyn Marble,21,SF,,,,,,
6,2014-06-26,Orlando Magic,Incoming,Pick,,,,2014,2,,,
7,2014-06-26,Houston Rockets,Incoming,Player,Alessandro Gentile,21,SF,,,,,,
7,2014-06-26,Minnesota Timberwolves,Incoming,Cash,,,,,,,,,Cash
8,2014-06-26,Atlanta Hawks,Incoming,Player,Lamar Patterson,22,SG,,,,,,
8,2014-06-26,Milwaukee Bucks,Incoming,Pick,,,,2015,2,,,
9,2014-06-26,Chicago Bulls,Incoming,Player,Doug McDermott,22,SF,,,,,,
9,2014-06-26,Chicago Bulls,Incoming,Player,Anthony Randolph,24,PF,,,,,,
9,2014-06-26,Denver Nuggets,Incoming,Player,Jusuf Nurkic,19,C,,,,,,
9,2014-06-26,Denver Nuggets,Incoming,Player,Gary Harris,19,SG,,,,,,
9,2014-06-26,Denver Nuggets,Incoming,Pick,,,,2015,2,,,
10,2014-06-26,Los Angeles Lakers,Incoming,Player,Jordan Clarkson,22,SG,,,,,,
10,2014-06-26,Washington Wizards,Incoming,Cash,,,,,,1800000,,"$1.8 Million"
11,2014-06-26,Miami Heat,Incoming,Player,Shabazz Napier,22,PG,,,,,,
11,2014-06-26,Charlotte Hornets,Incoming,Player,P.J. Hairston,21,SG,,,,,,
11,2014-06-26,Charlotte Hornets,Incoming,Player,Semaj Christon,21,PG,,,,,,
11,2014-06-26,Charlotte Hornets,Incoming,Pick,,,,2019,2,,,
12,2014-06-26,Orlando Magic,Incoming,Player,Elfrid Payton,20,PG,,,,,,
12,2014-06-26,Philadelphia 76ers,Incoming,Player,Dario Saric,20,PF,,,,,,
12,2014-06-26,Philadelphia 76ers,Incoming,Pick,,,,2015,2,,,
12,2014-06-26,Philadelphia 76ers,Incoming,Pick,,,,2017,1,,,
13,2014-06-26,Philadelphia 76ers,Incoming,Player,Pierre Jackson,22,PG,,,,,,
13,2014-06-26,New Orleans Pelicans,Incoming,Player,Russ Smith,23,PG,,,,,,
14,2014-06-27,Philadelphia 76ers,Incoming,Player,Jordan McRae,23,SG,,,,,,
14,2014-06-27,San Antonio Spurs,Incoming,Player,Nemanja Dangubic,21,SG,,,,,,
15,2014-06-26,Minnesota Timberwolves,Incoming,Cash,,,,,,,,,Cash
15,2014-06-26,Brooklyn Nets,Incoming,Player,Markel Brown,22,SG,,,,,,
16,2014-06-27,Indiana Pacers,Incoming,Cash,,,,,,,,,Cash
16,2014-06-27,New York Knicks,Incoming,Player,Louis Labeyrie,22,PF,,,,,,
17,2014-06-25,Dallas Mavericks,Incoming,Player,Tyson Chandler,31,C,,,,,,
17,2014-06-25,Dallas Mavericks,Incoming,Player,Raymond Felton,29,PG,,,,,,
17,2014-06-25,New York Knicks,Incoming,Player,Samuel Dalembert,29,C,,,,,,
17,2014-06-25,New York Knicks,Incoming,Player,Jose Calderon,32,PG,,,,,,
17,2014-06-25,New York Knicks,Incoming,Player,Shane Larkin,21,PG,,,,,,
17,2014-06-25,New York Knicks,Incoming,Player,Wayne Ellington,26,SG,,,,,,
17,2014-06-25,New York Knicks,Incoming,Pick,,,,2014,2,,,
17,2014-06-25,New York Knicks,Incoming,Pick,,,,2014,2,,,
18,2014-02-20,Charlotte Bobcats,Incoming,Player,Luke Ridnour,33,PG,,,,,,
18,2014-02-20,Charlotte Bobcats,Incoming,Player,Gary Neal,29,PG,,,,,,
18,2014-02-20,Milwaukee Bucks,Incoming,Player,Ramon Sessions,27,PG,,,,,,
18,2014-02-20,Milwaukee Bucks,Incoming,Player,Jeff Adrien,28,SF,,,,,,
19,2014-02-20,Denver Nuggets,Incoming,Player,Aaron Brooks,29,PG,,,,,,
19,2014-02-20,Houston Rockets,Incoming,Player,Jordan Hamilton,23,SF,,,,,,
20,2014-02-20,Cleveland Cavaliers,Incoming,Player,Spencer Hawes,25,PF,,,,,,
20,2014-02-20,Philadelphia 76ers,Incoming,Player,Earl Clark,26,SF,,,,,,
