trade_id,date,team,direction,asset_type,player_name,player_age,player_position,pick_year,pick_round,pick_condition,cash,cap_space,notes
1,2021-07-31,Boston Celtics,Outgoing,Cap Space,,,,,,,,-9160000,-$9.16M CAP SPACE
1,2021-07-31,Boston Celtics,Incoming,Player,Josh Richardson,27,SG,,,,,,"Salary: $10,865,952"
1,2021-07-31,Dallas Mavericks,Incoming,Cap Space,,,,,,,,9160000,+$9.16M CAP SPACE
1,2021-07-31,Dallas Mavericks,Incoming,Player,Moses Brown,21,C,,,,,,"Salary: $1,701,593"
2,2021-07-30,New York Knicks,Incoming,Pick,,,,2022,1,CHA pick,,
2,2021-07-30,Charlotte Hornets,Incoming,Player,Kai Jones,20,PF,,,,,,
3,2021-07-30,Indiana Pacers,Incoming,Player,Isaiah Todd,19,PF,,,,,,
3,2021-07-30,Milwaukee Bucks,Incoming,Player,Sandro Mamukelashvili,22,C,,,,,,
3,2021-07-30,Milwaukee Bucks,Incoming,Player,Georgios Kalaitzakis,22,SF,,,,,,
3,2021-07-30,Milwaukee Bucks,Incoming,Pick,,,,2024,2,more favorable,,
3,2021-07-30,Milwaukee Bucks,Incoming,Pick,,,,2026,2,more favorable,,
4,2021-07-30,New York Knicks,Incoming,Player,Rokas Jokubaitis,20,PG,,,,,,
4,2021-07-30,New York Knicks,Incoming,Player,Miles McBride,20,PG,,,,,,
4,2021-07-30,Oklahoma City Thunder,Incoming,Player,Jeremiah Robinson-Earl,20,PF,,,,,,
5,2021-07-30,LA Clippers,Incoming,Player,Keon Johnson,19,SG,,,,,,
5,2021-07-30,New York Knicks,Incoming,Player,Quentin Grimes,21,SG,,,,,,
5,2021-07-30,New York Knicks,Incoming,Pick,,,,2024,2,DET pick,,
6,2021-07-30,Portland Trail Blazers,Incoming,Player,Greg Brown,19,PF,,,,,,
6,2021-07-30,New Orleans Pelicans,Incoming,Cash,,,,,,,,,Cash
6,2021-07-30,New Orleans Pelicans,Incoming,Pick,,,,2026,2,,,
7,2021-07-30,Oklahoma City Thunder,Outgoing,Cap Space,,,,,,,,-9260000,-$9.26M CAP SPACE
7,2021-07-30,Oklahoma City Thunder,Incoming,Player,Derrick Favors,30,C,,,,,,"Salary: $9,258,000"
7,2021-07-30,Oklahoma City Thunder,Incoming,Pick,,,,,,Future 1st-round Pick,,
7,2021-07-30,Utah Jazz,Incoming,Cap Space,,,,,,,,9260000,+$9.26M CAP SPACE
7,2021-07-30,Utah Jazz,Incoming,Pick,,,,,,Future 2nd-round Picks,,
8,2021-07-29,New York Knicks,Incoming,Pick,,,,2021,2,,,
8,2021-07-29,New York Knicks,Incoming,Pick,,,,2021,2,,,
8,2021-07-29,Oklahoma City Thunder,Incoming,Pick,,,,2021,2,,,
9,2021-07-30,Houston Rockets,Incoming,Player,Alperen Sengun,19,C,,,,,,
9,2021-07-30,Oklahoma City Thunder,Incoming,Pick,,,,2022,1,"DET pick (protected top 16-9 various years, else 2027 2nd)",,
9,2021-07-30,Oklahoma City Thunder,Incoming,Pick,,,,2023,1,"WAS pick (protected top 14-8 various years)",,
10,2021-07-29,LA Clippers,Incoming,Player,Jason Preston,21,PG,,,,,,
10,2021-07-29,Orlando Magic,Incoming,Cash,,,,,,,,,Cash
10,2021-07-29,Orlando Magic,Incoming,Pick,,,,2026,2,,,
11,2021-07-29,Philadelphia 76ers,Incoming,Pick,,,,2021,2,,,
11,2021-07-29,New Orleans Pelicans,Incoming,Cash,,,,,,2000000,,$2 Million
12,2021-08-07,Memphis Grizzlies,Outgoing,Cap Space,,,,,,,,-21200000,-$21.20M CAP SPACE
12,2021-08-07,Memphis Grizzlies,Incoming,Player,Eric Bledsoe,31,PG,,,,,,"Salary: $18,125,000"
12,2021-08-07,Memphis Grizzlies,Incoming,Player,Steven Adams,28,C,,,,,,"Salary: $17,073,171"
