trade_id,date,team,direction,asset_type,player_name,player_age,player_position,pick_year,pick_round,pick_condition,cash,cap_space,notes
1,2019-06-26,Cleveland Cavaliers,Outgoing,Cap Space,,,,,,,,-1290000,-$1.29M CAP SPACE
1,2019-06-26,Cleveland Cavaliers,Incoming,Player,Kevin Porter Jr.,19,PG,,,,,,"Salary: $1,290,960"
1,2019-06-26,Detroit Pistons,Incoming,Cap Space,,,,,,,,1290000,+$1.29M CAP SPACE
1,2019-06-26,Detroit Pistons,Incoming,Cash,,,,,,5000000,,$5 Million
1,2019-06-26,Detroit Pistons,Incoming,Pick,,,,2020,2,UTH pick,,
1,2019-06-26,Detroit Pistons,Incoming,Pick,,,,2021,0,POR pick,,round 0 probably meant 2nd
1,2019-06-26,Detroit Pistons,Incoming,Pick,,,,2023,2,POR pick,,
1,2019-06-26,Detroit Pistons,Incoming,Pick,,,,2024,2,"MIA pick, Top-55 protected",,
2,2019-06-26,Dallas Mavericks,Incoming,Player,Isaiah Roby,21,PF,,,,,,
2,2019-06-26,Dallas Mavericks,Incoming,Pick,,,,2020,2,UTH pick,,
2,2019-06-26,Dallas Mavericks,Incoming,Pick,,,,2021,2,POR pick,,
2,2019-06-26,Detroit Pistons,Incoming,Player,Deividas Sirvydis,19,SF,,,,,,
3,2019-06-24,Atlanta Hawks,Incoming,Cap Space,,,,,,,,660000,+$0.66M CAP SPACE
3,2019-06-24,Atlanta Hawks,Incoming,Player,Evan Turner,30,SF,,,,,,"Salary: $18,606,557"
3,2019-06-24,Portland Trail Blazers,Outgoing,Cap Space,,,,,,,,-660000,-$0.66M CAP SPACE
3,2019-06-24,Portland Trail Blazers,Incoming,Player,Kent Bazemore,29,SG,,,,,,"Salary: $19,269,662"
4,2019-06-21,LA Clippers,Outgoing,Cap Space,,,,,,,,-1980000,-$1.98M CAP SPACE
4,2019-06-21,LA Clippers,Incoming,Pick,,,,2019,1,Mfiondu Kabengele,,,"Salary: $1,977,000"
4,2019-06-21,Brooklyn Nets,Incoming,Cap Space,,,,,,,,1980000,+$1.98M CAP SPACE
4,2019-06-21,Brooklyn Nets,Incoming,Pick,,,,2019,2,Jalen Hands,,
4,2019-06-21,Brooklyn Nets,Incoming,Pick,,,,2020,1,,,
5,2019-06-21,Detroit Pistons,Outgoing,Cap Space,,,,,,,,-800000,-$0.80M CAP SPACE
5,2019-06-21,Detroit Pistons,Incoming,Player,Tony Snell,27,SG,,,,,,"Salary: $10,807,143"
5,2019-06-21,Detroit Pistons,Incoming,Pick,,,,2019,1,,,
5,2019-06-21,Milwaukee Bucks,Incoming,Cap Space,,,,,,,,800000,+$0.80M CAP SPACE
5,2019-06-21,Milwaukee Bucks,Incoming,Player,Jon Leuer,30,PF,,,,,,"Salary: $10,002,681"
6,2019-06-21,Boston Celtics,Outgoing,Cap Space,,,,,,,,-840000,-$0.84M CAP SPACE
6,2019-06-21,Boston Celtics,Incoming,Pick,,,,2019,1,,,,"Salary: $3,421,506"
6,2019-06-21,Boston Celtics,Incoming,Pick,,,,2019,1,Carsen Edwards,,
6,2019-06-21,Philadelphia 76ers,Incoming,Cap Space,,,,,,,,840000,+$0.84M CAP SPACE
6,2019-06-21,Philadelphia 76ers,Incoming,Pick,,,,2019,1,Matisse Thybulle,,,"Salary: $2,582,160"
7,2019-06-21,Philadelphia 76ers,Incoming,Cap Space,,,,,,,,6000000,+$6.00M CAP SPACE
7,2019-06-21,Philadelphia 76ers,Incoming,Cash,,,,,,2000000,,$2 Million
7,2019-06-21,Washington Wizards,Outgoing,Cap Space,,,,,,,,-6000000,-$6.00M CAP SPACE
7,2019-06-21,Washington Wizards,Incoming,Player,Jonathon Simmons,29,SF,,,,,,"Salary: $6,000,000"
7,2019-06-21,Washington Wizards,Incoming,Pick,,,,2019,2,Admiral Schofield,,
8,2019-06-21,Los Angeles Lakers,Outgoing,Cap Space,,,,,,,,-900000,-$0.90M CAP SPACE
8,2019-06-21,Los Angeles Lakers,Incoming,Pick,,,,2019,2,Talen Horton-Tucker,,,"Salary: $898,310"
8,2019-06-21,Orlando Magic,Incoming,Cap Space,,,,,,,,900000,+$0.90M CAP SPACE
8,2019-06-21,Orlando Magic,Incoming,Cash,,,,,,,,2226778,$2,226,778
8,2019-06-21,Orlando Magic,Incoming,Pick,,,,2020,2,LAL pick unprotected,,
9,2019-06-21,Golden State Warriors,Incoming,Cap Space,,,,,,,,900000,+$0.90M CAP SPACE
9,2019-06-21,Golden State Warriors,Incoming,Cash,,,,,,2000000,,$2 Million
9,2019-06-21,Utah Jazz,Outgoing,Cap Space,,,,,,,,-900000,-$0.90M CAP SPACE
9,2019-06-21,Utah Jazz,Incoming,Pick,,,,2019,2,Miye Oni,,,"Salary: $898,310"
10,2019-06-21,Indiana Pacers,Incoming,Cash,,,,,,1000000,,$1 Million
10,2019-06-21,Indiana Pacers,Incoming,Pick,,,,2021,2,unprotected,,
10,2019-06-21,Utah Jazz,Incoming,Pick,,,,2019,2,Jarrell Brantley,,
11,2019-06-20,New York Knicks,Outgoing,Cap Space,,,,,,,,-900000,-$0.90M CAP SPACE
11,2019-06-20,New York Knicks,Incoming,Pick,,,,2019,2,Ignas Brazdeikis,,,"Salary: $898,310"
11,2019-06-20,Sacramento Kings,Incoming,Cap Space,,,,,,,,900000,+$0.90M CAP SPACE
11,2019-06-20,Sacramento Kings,Incoming,Cash,,,,,,1000000,,$1 Million
11,2019-06-20,Sacramento Kings,Incoming,Pick,,,,2019,2,Kyle Guy,,
12,2019-06-20,Denver Nuggets,Incoming,Pick,,,,2019,2,Bol Bol,,
12,2019-06-20,Miami Heat,Incoming,Cash,,,,,,,,1200000,$1.2 Million
12,2019-06-20,Miami Heat,Incoming,Pick,,,,2022,2,lower of DEN/PHI (swap w/MIN),,
13,2019-06-20,Golden State Warriors,Outgoing,Cap Space,,,,,,,,-900000,-$0.90M CAP SPACE
13,2019-06-20,Golden State Warriors,Incoming,Pick,,,,2019,2,Alen Smailagic,,,"Salary: $898,310"
13,2019-06-20,New Orleans Pelicans,Incoming,Cap Space,,,,,,,,900000,+$0.90M CAP SPACE
13,2019-06-20,New Orleans Pelicans,Incoming,Cash,,,,,,,,,Cash Considerations
13,2019-06-20,New Orleans Pelicans,Incoming,Pick,,,,2022,2,,,
13,2019-06-20,New Orleans Pelicans,Incoming,Pick,,,,2023,2,,,
14,2019-06-20,Indiana Pacers,Incoming,Pick,,,,,,Three 2nd Round Picks,,
14,2019-06-20,Miami Heat,Incoming,Pick,,,,2019,2,KZ Okpala,,
15,2019-06-20,Atlanta Hawks,Incoming,Cash,,,,,,,,1300000,$1.3 Million
15,2019-06-20,Atlanta Hawks,Incoming,Pick,,,,2024,2,,,
15,2019-06-20,Golden State Warriors,Incoming,Pick,,,,2019,2,Eric Paschall,,
16,2017-07-14,New York Knicks,Incoming,Other,,,,,,,,,Rights To Hire Scott Perry As General Manager
16,2017-07-14,Sacramento Kings,Incoming,Pick,,,,2019,2,,,
17,2019-06-19,Atlanta Hawks,Incoming,Cash,,,,,,,,1880000,$1.88 Million
17,2019-06-19,Atlanta Hawks,Incoming,Pick,,,,2024,2,,,
17,2019-06-19,Miami Heat,Incoming,Pick,,,,2019,2,,,
18,2019-02-07,Houston Rockets,Incoming,Cap Space,,,,,,,,3060000,+$3.06M CAP SPACE
18,2019-02-07,Houston Rockets,Incoming,Pick,,,,,,2nd Round Pick,,
18,2019-02-07,Indiana Pacers,Outgoing,Cap Space,,,,,,,,-3060000,-$3.06M CAP SPACE
18,2019-02-07,Indiana Pacers,Incoming,Player,Wade Baldwin,22,PG,,,,,,"Salary: $1,544,951"
18,2019-02-07,Indiana Pacers,Incoming,Player,Nik Stauskas,25,SG,,,,,,"Salary: $1,512,601"
18,2019-02-07,Indiana Pacers,Incoming,Player,Maaty Leunen,33,PF,,,,,,
19,2019-02-07,Atlanta Hawks,Outgoing,Cap Space,,,,,,,,-650000,-$0.65M CAP SPACE
19,2019-02-07,Atlanta Hawks,Incoming,Player,Shelvin Mack,28,PG,,,,,,"Salary: $2,029,463"
19,2019-02-07,Memphis Grizzlies,Incoming,Cap Space,,,,,,,,650000,+$0.65M CAP SPACE
19,2019-02-07,Memphis Grizzlies,Incoming,Player,Tyler Dorsey,22,SG,,,,,,"Salary: $1,378,242"
20,2019-02-07,Toronto Raptors,Incoming,Cap Space,,,,,,,,1510000,+$1.51M CAP SPACE
20,2019-02-07,Toronto Raptors,Incoming,Cash,,,,,,110000,,$110,000
20,2019-02-07,Brooklyn Nets,Outgoing,Cap Space,,,,,,,,-1510000,-$1.51M CAP SPACE
20,2019-02-07,Brooklyn Nets,Incoming,Player,Greg Monroe,28,C,,,,,,"Salary: $1,512,601"
20,2019-02-07,Brooklyn Nets,Incoming,Pick,,,,2021,2,,,
21,2019-02-07,Orlando Magic,Outgoing,Cap Space,,,,,,,,-2340000,-$2.34M CAP SPACE
21,2019-02-07,Orlando Magic,Incoming,Player,Markelle Fultz,20,PG,,,,,,"Salary: $8,339,880"
21,2019-02-07,Philadelphia 76ers,Incoming,Cap Space,,,,,,,,2340000,+$2.34M CAP SPACE
21,2019-02-07,Philadelphia 76ers,Incoming,Player,Jonathon Simmons,29,SF,,,,,,"Salary: $6,000,000"
21,2019-02-07,Philadelphia 76ers,Incoming,Pick,,,,2019,2,,,
21,2019-02-07,Philadelphia 76ers,Incoming,Pick,,,,2020,1,top-20 protected (else 2022 2nd),,
22,2019-02-07,LA Clippers,Outgoing,Cap Space,,,,,,,,-40000,-$0.04M CAP SPACE
22,2019-02-07,LA Clippers,Incoming,Player,Michael Beasley,30,SF,,,,,,"Salary: $3,500,000"
22,2019-02-07,LA Clippers,Incoming,Player,Ivica Zubac,21,C,,,,,,"Salary: $1,544,951"
22,2019-02-07,Los Angeles Lakers,Incoming,Cap Space,,,,,,,,40000,+$0.04M CAP SPACE
22,2019-02-07,Los Angeles Lakers,Incoming,Player,Mike Muscala,27,C,,,,,,"Salary: $5,000,000"
23,2019-02-07,Memphis Grizzlies,Outgoing,Cap Space,,,,,,,,-2000000,-$2.00M CAP SPACE
23,2019-02-07,Memphis Grizzlies,Incoming,Player,Jonas Valanciunas,26,C,,,,,,"Salary: $16,539,326"
23,2019-02-07,Memphis Grizzlies,Incoming,Player,C.J. Miles,31,SF,,,,,,"Salary: $8,333,333"
23,2019-02-07,Memphis Grizzlies,Incoming,Player,Delon Wright,26,PG,,,,,,"Salary: $2,536,898"
23,2019-02-07,Memphis Grizzlies,Incoming,Pick,,,,2024,2,,,
23,2019-02-07,Toronto Raptors,Incoming,Cap Space,,,,,,,,2000000,+$2.00M CAP SPACE
23,2019-02-07,Toronto Raptors,Incoming,Player,Marc Gasol,34,C,,,,,,"Salary: $25,406,736"
24,2019-02-07,LA Clippers,Outgoing,Cap Space,,,,,,,,-3670000,-$3.67M CAP SPACE
24,2019-02-07,LA Clippers,Incoming,Player,Garrett Temple,32,SG,,,,,,"Salary: $8,000,000"
24,2019-02-07,LA Clippers,Incoming,Player,JaMychal Green,28,PF,,,,,,"Salary: $7,666,667"
24,2019-02-07,Memphis Grizzlies,Incoming,Cap Space,,,,,,,,3670000,+$3.67M CAP SPACE
24,2019-02-07,Memphis Grizzlies,Incoming,Player,Avery Bradley,28,PG,,,,,,"Salary: $12,000,000"
25,2019-02-07,Washington Wizards,Incoming,Cap Space,,,,,,,,2470000,+$2.47M CAP SPACE
25,2019-02-07,Washington Wizards,Incoming,Player,Wesley Johnson,31,SF,,,,,,"Salary: $6,134,520"
25,2019-02-07,New Orleans Pelicans,Outgoing,Cap Space,,,,,,,,-2470000,-$2.47M CAP SPACE
25,2019-02-07,New Orleans Pelicans,Incoming,Player,Markieff Morris,29,PF,,,,,,"Salary: $8,600,000"
25,2019-02-07,New Orleans Pelicans,Incoming,Cash,,,,,,,,,Cash
25,2019-02-07,New Orleans Pelicans,Incoming,Pick,,,,2023,2,,,
