trade_id,date,team,direction,asset_type,player_name,player_age,player_position,pick_year,pick_round,pick_condition,cash,cap_space,notes
1,2020-11-19,Detroit Pistons,Incoming,Cap Space,,,,,,,,1510000,+$1.51M CAP SPACE
1,2020-11-19,Detroit Pistons,Incoming,Player,Rodney McGruder,29,SG,,,,,,"Salary: $5,192,307"
1,2020-11-19,Detroit Pistons,Incoming,Player,Dzanan Musa,21,SG,,,,,,"Salary: $2,002,800"
1,2020-11-19,Detroit Pistons,Incoming,Cash,,,,,,,,1500000,$1.5 Million
1,2020-11-19,Detroit Pistons,Incoming,Player,Saddiq Bey,21,SF,,,,,,
1,2020-11-19,Detroit Pistons,Incoming,Player,Jalen Hands,21,PG,,,,,,
1,2020-11-19,Detroit Pistons,Incoming,Cash,,,,,,,,,Cash
1,2020-11-19,Detroit Pistons,Incoming,Pick,,,,2021,2,TOR pick,,
1,2020-11-19,Detroit Pistons,Outgoing,Player,Luke Kennard,,,,,,,
1,2020-11-19,Detroit Pistons,Outgoing,Player,Justin Patton,,,,,,,
1,2020-11-19,Detroit Pistons,Outgoing,Pick,,,,2023,2,,,
1,2020-11-19,Detroit Pistons,Outgoing,Pick,,,,2024,2,,,
1,2020-11-19,Detroit Pistons,Outgoing,Pick,,,,2025,2,,,
1,2020-11-19,Detroit Pistons,Outgoing,Pick,,,,2026,2,,,
1,2020-11-19,Detroit Pistons,Outgoing,Player,Bruce Brown,,,,,,,
1,2020-11-19,LA Clippers,Incoming,Cap Space,,,,,,,,250000,+$0.25M CAP SPACE
1,2020-11-19,LA Clippers,Incoming,Player,Luke Kennard,24,SG,,,,,,"Salary: $5,273,826"
1,2020-11-19,LA Clippers,Incoming,Player,Justin Patton,23,C,,,,,,"Salary: $1,762,796"
1,2020-11-19,LA Clippers,Incoming,Player,Jay Scrubb,20,SG,,,,,,
1,2020-11-19,LA Clippers,Incoming,Pick,,,,2023,2,POR pick,,
1,2020-11-19,LA Clippers,Incoming,Pick,,,,2024,2,,,
1,2020-11-19,LA Clippers,Incoming,Pick,,,,2025,2,,,
1,2020-11-19,LA Clippers,Incoming,Pick,,,,2026,2,,,
1,2020-11-19,LA Clippers,Outgoing,Player,Rodney McGruder,,,,,,,
1,2020-11-19,LA Clippers,Outgoing,Player,Landry Shamet,,,,,,,
1,2020-11-19,LA Clippers,Outgoing,Player,Reggie Perry,,,,,,,
1,2020-11-19,Brooklyn Nets,Outgoing,Cap Space,,,,,,,,-1750000,-$1.75M CAP SPACE
1,2020-11-19,Brooklyn Nets,Incoming,Player,Landry Shamet,23,SG,,,,,,"Salary: $2,090,040"
1,2020-11-19,Brooklyn Nets,Incoming,Player,Bruce Brown,24,SG,,,,,,"Salary: $1,663,861"
1,2020-11-19,Brooklyn Nets,Incoming,Player,Reggie Perry,20,C,,,,,,
1,2020-11-19,Brooklyn Nets,Outgoing,Player,Dzanan Musa,,,,,,,
1,2020-11-19,Brooklyn Nets,Outgoing,Player,Saddiq Bey,,,,,,,
1,2020-11-19,Brooklyn Nets,Outgoing,Player,Jalen Hands,,,,,,,
1,2020-11-19,Brooklyn Nets,Outgoing,Pick,,,,2021,2,,,
1,2020-11-19,Brooklyn Nets,Outgoing,Player,Jay Scrubb,,,,,,,
2,2020-11-19,Oklahoma City Thunder,Outgoing,Cap Space,,,,,,,,-1520000,-$1.52M CAP SPACE
2,2020-11-19,Oklahoma City Thunder,Incoming,Player,Admiral Schofield,23,SF,,,,,,"Salary: $1,517,981"
