trade_id,date,team,direction,asset_type,player_name,player_age,player_position,pick_year,pick_round,pick_condition,cash,cap_space,notes
1,2015-06-30,Oklahoma City Thunder,Incoming,Player,Tomislav Zubcic,25,PF,,,,,,
1,2015-06-30,Toronto Raptors,Incoming,Player,Luke Ridnour,34,PG,,,,,,
2,2015-06-26,Memphis Grizzlies,Incoming,Player,Andrew Harrison,20,SG,,,,,,
2,2015-06-26,Phoenix Suns,Incoming,Player,Jon Leuer,26,PF,,,,,,
3,2015-06-26,Portland Trail Blazers,Incoming,Player,Mason Plumlee,25,C,,,,,,
3,2015-06-26,Portland Trail Blazers,Incoming,Player,Pat Connaughton,22,SG,,,,,,
3,2015-06-26,Brooklyn Nets,Incoming,Player,Steve Blake,35,PG,,,,,,
3,2015-06-26,Brooklyn Nets,Incoming,Player,Rondae Hollis-Jefferson,20,SF,,,,,,
4,2015-06-26,New York Knicks,Incoming,Player,Guillermo Hernangomez,21,C,,,,,,
4,2015-06-26,Philadelphia 76ers,Incoming,Pick,,,,2020,2,,,,
4,2015-06-26,Philadelphia 76ers,Incoming,Pick,,,,2021,2,,,,
5,2015-06-26,Atlanta Hawks,Incoming,Player,Tim Hardaway Jr.,23,SG,,,,,,
5,2015-06-26,Atlanta Hawks,Incoming,Pick,,,,2015,1,,,,
5,2015-06-26,Atlanta Hawks,Incoming,Pick,,,,2016,2,,,,
5,2015-06-26,Atlanta Hawks,Incoming,Pick,,,,2019,2,,,,
5,2015-06-26,Atlanta Hawks,Outgoing,Player,Jerian Grant,,,,,,,
5,2015-06-26,Atlanta Hawks,Outgoing,Player,Kelly Oubre Jr.,,,,,,,
5,2015-06-26,New York Knicks,Incoming,Player,Jerian Grant,22,PG,,,,,,
5,2015-06-26,New York Knicks,Outgoing,Player,Tim Hardaway Jr.,,,,,,,
5,2015-06-26,Washington Wizards,Incoming,Player,Kelly Oubre Jr.,19,SF,,,,,,
5,2015-06-26,Washington Wizards,Outgoing,Pick,,,,2015,1,,,,
5,2015-06-26,Washington Wizards,Outgoing,Pick,,,,2016,2,,,,
5,2015-06-26,Washington Wizards,Outgoing,Pick,,,,2019,2,,,,
6,2015-06-26,Portland Trail Blazers,Incoming,Player,Daniel Diez,22,SF,,,,,,
6,2015-06-26,Utah Jazz,Incoming,Cash,,,,,,,,,Cash Considerations
7,2015-06-26,LA Clippers,Incoming,Player,Branden Dawson,22,SF,,,,,,
7,2015-06-26,New Orleans Pelicans,Incoming,Cash,,,,,,,,,Cash Considerations
8,2015-06-25,Milwaukee Bucks,Incoming,Player,Greivis Vasquez,28,PG,,,,,,
8,2015-06-25,Toronto Raptors,Incoming,Player,Norman Powell,22,SG,,,,,,
8,2015-06-25,Toronto Raptors,Incoming,Pick,,,,2017,1,protected 15-30 through 2019,,
9,2015-06-25,Cleveland Cavaliers,Incoming,Player,Cedi Osman,20,SF,,,,,,
9,2015-06-25,Cleveland Cavaliers,Incoming,Player,Rakeem Christmas,23,PF,,,,,,
9,2015-06-25,Cleveland Cavaliers,Incoming,Pick,,,,2019,2,,,,
9,2015-06-25,Minnesota Timberwolves,Incoming,Player,Tyus Jones,19,PG,,,,,,
10,2015-06-25,Memphis Grizzlies,Incoming,Player,Matt Barnes,35,SF,,,,,,
10,2015-06-25,Charlotte Hornets,Incoming,Player,Luke Ridnour,34,PG,,,,,,
11,2015-06-25,Oklahoma City Thunder,Incoming,Player,Luke Ridnour,34,PG,,,,,,
11,2015-06-25,Charlotte Hornets,Incoming,Player,Jeremy Lamb,23,SG,,,,,,
11,2015-06-25,Charlotte Hornets,Incoming,Pick,,,,2016,2,,,,
12,2015-06-25,Brooklyn Nets,Incoming,Player,Juan Vaulet,19,SF,,,,,,
